代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
601989.SH,中国重工,2009-12-16,N/A,4.9822,5.154,4.7749,4.917,916252251,7614714006,0.545,12.4661,8.3107,76.5457,9935100000,N/A,55203300000,1197000000,0,6651000000,45.2144,10.1715,3.4376,42.8282,
601989.SH,中国重工,2009-12-17,4.917,4.7393,4.8223,4.5023,4.5912,356324136,2812479913,-0.3258,-6.6265,7.893,29.7681,9276750000,N/A,51545250000,1197000000,0,6651000000,42.2183,9.4974,3.2098,39.9902,
601989.SH,中国重工,2009-12-18,4.5912,4.6741,4.7867,4.5912,4.6445,228972943,1814339469,0.0533,1.1613,7.9238,19.1289,9384480000,N/A,52143840000,1197000000,0,6651000000,42.7085,9.6077,3.247,40.4546,
601989.SH,中国重工,2009-12-21,4.6445,4.609,4.6682,4.4668,4.5675,164019558,1261505677,-0.077,-1.6582,7.6912,13.7026,9228870000,N/A,51279210000,1197000000,0,6651000000,42.0004,9.4484,3.1932,39.7838,
601989.SH,中国重工,2009-12-22,4.5675,4.5497,4.5616,4.4016,4.4076,125574381,947047377,-0.16,-3.5019,7.5417,10.4908,8905680000,N/A,49483440000,1197000000,0,6651000000,40.5295,9.1175,3.0814,38.3906,
601989.SH,中国重工,2009-12-23,4.4076,4.4194,4.5734,4.3483,4.4668,144400976,1086675751,0.0592,1.3441,7.5254,12.0636,9025380000,N/A,50148540000,1197000000,0,6651000000,41.0743,9.2401,3.1228,38.9066,
601989.SH,中国重工,2009-12-24,4.4668,4.4313,4.4964,4.3779,4.4668,137192733,1030253290,0,0,7.5095,11.4614,9025380000,N/A,50148540000,1197000000,0,6651000000,41.0743,9.2401,3.1228,38.9066,
601989.SH,中国重工,2009-12-25,4.4668,4.4431,4.6031,4.4135,4.4846,125222332,955328082,0.0178,0.3979,7.6291,10.4613,9061290000,N/A,50348070000,1197000000,0,6651000000,41.2377,9.2769,3.1352,39.0614,
601989.SH,中国重工,2009-12-28,4.4846,4.4727,4.5142,4.455,4.4964,93791298,709379914,0.0118,0.2642,7.5634,7.8355,9085230000,N/A,50481090000,1197000000,0,6651000000,41.3467,9.3014,3.1435,39.1646,
601989.SH,中国重工,2009-12-29,4.4964,4.455,4.6741,4.3779,4.5853,184163234,1404541082,0.0889,1.9763,7.6266,15.3854,9264780000,N/A,51478740000,1197000000,0,6651000000,42.1638,9.4852,3.2056,39.9386,
601989.SH,中国重工,2009-12-30,4.5853,4.5616,4.5912,4.5023,4.5497,95711915,734662795,-0.0355,-0.7752,7.6758,7.996,9192960000,N/A,51079680000,1197000000,0,6651000000,41.8369,9.4117,3.1808,39.629,
601989.SH,中国重工,2009-12-31,4.5497,4.5675,4.7334,4.5497,4.6268,136941784,1075807198,0.077,1.6927,7.8559,11.4404,9348570000,N/A,51944310000,1197000000,0,6651000000,42.5451,9.571,3.2346,40.2998,
601989.SH,中国重工,2010-01-04,4.6268,4.5971,4.6208,4.5142,4.5201,85240856,654889269,-0.1066,-2.3047,7.6828,7.1212,9133110000,N/A,50747130000,1197000000,0,6651000000,41.5646,9.3504,2.7339,3.5652,
601989.SH,中国重工,2010-01-05,4.5201,4.532,4.5438,4.4431,4.5023,63230129,479113443,-0.0178,-0.3932,7.5773,5.2824,9097200000,N/A,50547600000,1197000000,0,6651000000,41.4011,9.3136,2.7231,3.5512,
601989.SH,中国重工,2010-01-06,4.5023,4.4727,4.609,4.4668,4.5557,93441130,717313496,0.0533,1.1842,7.6766,7.8063,9204930000,N/A,51146190000,1197000000,0,6651000000,41.8914,9.4239,2.7554,3.5933,
601989.SH,中国重工,2010-01-07,4.5557,4.532,4.5971,4.4787,4.5023,65879625,504118595,-0.0533,-1.1704,7.6521,5.5037,9097200000,N/A,50547600000,1197000000,0,6651000000,41.4011,9.3136,2.7231,3.5512,
601989.SH,中国重工,2010-01-08,4.5023,4.5083,4.532,4.4076,4.455,55884840,419557455,-0.0474,-1.0526,7.5075,4.6687,9001440000,N/A,50015520000,1197000000,0,6651000000,40.9653,9.2156,2.6945,3.5138,
601989.SH,中国重工,2010-01-11,4.455,4.532,4.609,4.5023,4.5497,100836135,776743106,0.0948,2.1277,7.703,8.4241,9192960000,N/A,51079680000,1197000000,0,6651000000,41.8369,9.4117,2.7518,3.5886,
601989.SH,中国重工,2010-01-12,4.5497,4.5023,4.7275,4.5023,4.6978,123518981,967112282,0.1481,3.2552,7.8297,10.319,9492210000,N/A,52742430000,1197000000,0,6651000000,43.1988,9.718,2.8414,3.7054,
601989.SH,中国重工,2010-01-13,4.6978,4.6268,4.7571,4.5912,4.6327,104209987,821958986,-0.0652,-1.3871,7.8875,8.7059,9360540000,N/A,52010820000,1197000000,0,6651000000,42.5996,9.5832,2.802,3.654,
601989.SH,中国重工,2010-01-14,4.6327,4.6386,4.9052,4.5971,4.8282,139748547,1127600856,0.1955,4.2199,8.0688,11.6749,9755550000,N/A,54205650000,1197000000,0,6651000000,44.3973,9.9876,2.9202,3.8082,
601989.SH,中国重工,2010-01-15,4.8282,4.8223,4.8282,4.7571,4.763,88140142,712828120,-0.0652,-1.3497,8.0874,7.3634,9623880000,N/A,53474040000,1197000000,0,6651000000,43.7981,9.8528,2.8808,3.7568,
601989.SH,中国重工,2010-01-18,4.763,4.7749,4.7986,4.7038,4.7512,56218188,450262404,-0.0118,-0.2488,8.0092,4.6966,9599940000,N/A,53341020000,1197000000,0,6651000000,43.6891,9.8283,2.8736,3.7475,
601989.SH,中国重工,2010-01-19,4.7512,4.7452,4.8637,4.7275,4.7749,62007714,501314490,0.0237,0.4988,8.0847,5.1803,9647820000,N/A,53607060000,1197000000,0,6651000000,43.907,9.8773,2.888,3.7661,
601989.SH,中国重工,2010-01-20,4.7749,4.7571,4.7749,4.532,4.5734,74504311,582897089,-0.2014,-4.2184,7.8237,6.2243,9240840000,N/A,51345720000,1197000000,0,6651000000,42.0548,9.4607,2.7661,3.6073,
601989.SH,中国重工,2010-01-21,4.5734,4.5616,4.5971,4.4964,4.5438,45814283,351317444,-0.0296,-0.6477,7.6683,3.8274,9180990000,N/A,51013170000,1197000000,0,6651000000,41.7825,9.3994,2.7482,3.5839,
601989.SH,中国重工,2010-01-22,4.5438,4.4787,4.5201,4.4313,4.4964,46392801,350102938,-0.0474,-1.043,7.5465,3.8758,9085230000,N/A,50481090000,1197000000,0,6651000000,41.3467,9.3014,2.7195,3.5465,
601989.SH,中国重工,2010-01-25,4.4964,4.4431,4.5083,4.4431,4.449,19193610,144933711,-0.0474,-1.054,7.5511,1.6035,8989470000,N/A,49949010000,1197000000,0,6651000000,40.9109,9.2033,2.6909,3.5092,
